investor_id,transaction_type,sip_amount,age_group,gender
INV000649,SIP,5468,36-45,Male
INV003683,SIP,46894,26-35,Female
INV003167,SIP,7559,26-35,Male
INV003961,SIP,2361,46-55,Male
INV000360,SIP,886,36-45,Female
INV002594,Redemption,346681,26-35,Male
INV002010,SIP,17634,56+,Male
INV003168,SIP,2306,18-25,Male
INV001170,Redemption,376526,36-45,Male
INV004939,Lumpsum,567295,18-25,Male
INV000540,Redemption,370304,26-35,Female
INV002090,Lumpsum,97909,26-35,Male
INV001205,Lumpsum,271412,26-35,Male
INV004308,SIP,2508,26-35,Female
INV002621,Redemption,65881,26-35,Female
INV000413,Lumpsum,445536,36-45,Female
INV004363,Lumpsum,445758,26-35,Male
INV001539,SIP,4714,36-45,Male
INV000414,SIP,10281,36-45,Male
INV002716,SIP,2347,56+,Female
INV003865,SIP,463,18-25,Female
INV000813,SIP,3598,46-55,Male
INV002613,Lumpsum,53948,46-55,Female
INV002045,Redemption,118396,18-25,Female
INV003454,SIP,7944,26-35,Male
INV004850,SIP,48595,56+,Male
INV004342,SIP,2186,46-55,Female
INV001538,SIP,2181,18-25,Female
INV002401,SIP,3471,26-35,Male
INV002243,SIP,599,26-35,Male
INV004544,Lumpsum,311066,36-45,Male
INV000895,Lumpsum,441094,26-35,Male
INV004704,Lumpsum,392506,26-35,Male
INV000220,SIP,8058,36-45,Male
INV002759,Lumpsum,394961,36-45,Male
INV003542,Redemption,360525,26-35,Male
INV001375,Lumpsum,186485,18-25,Male
INV001983,SIP,1638,36-45,Male
INV003386,Lumpsum,289354,26-35,Male
INV003210,SIP,456,36-45,Female
INV000150,Lumpsum,77550,18-25,Male
INV000487,SIP,7304,36-45,Male
INV003160,Lumpsum,286436,26-35,Male
INV003222,SIP,3343,56+,Female
INV000988,Lumpsum,259605,36-45,Male
INV003860,Lumpsum,138013,26-35,Male
INV003057,Redemption,280673,18-25,Male
INV000534,SIP,7393,36-45,Male
INV004069,Lumpsum,391259,26-35,Male
INV003733,SIP,2731,26-35,Male
INV004831,SIP,13581,18-25,Female
INV000682,Redemption,374425,56+,Female
INV001822,Lumpsum,200359,36-45,Male
INV000840,Lumpsum,245323,26-35,Male
INV002798,SIP,41288,26-35,Female
INV004401,SIP,1676,26-35,Male
INV000631,Redemption,317359,36-45,Female
INV002786,SIP,1976,26-35,Female
INV000290,Redemption,147815,26-35,Male
INV003103,SIP,2069,36-45,Female
INV000175,Lumpsum,96132,26-35,Male
INV000522,SIP,1098,26-35,Female
INV004005,Redemption,166360,26-35,Male
INV001466,Lumpsum,309222,46-55,Female
INV003771,SIP,1816,46-55,Male
INV000175,SIP,884,26-35,Male
INV003702,SIP,12766,36-45,Male
INV001418,Lumpsum,288021,36-45,Male
INV004632,SIP,537,26-35,Male
INV002681,SIP,848,18-25,Female
INV001404,Lumpsum,284280,46-55,Male
INV000808,SIP,8878,36-45,Male
INV001433,Lumpsum,308296,26-35,Male
INV000673,SIP,2086,36-45,Male
INV004739,Lumpsum,413324,18-25,Male
INV001232,SIP,2795,46-55,Female
INV004621,SIP,2699,36-45,Female
INV002986,SIP,946,26-35,Male
INV003670,SIP,47799,36-45,Male
INV001717,Redemption,353014,26-35,Male
INV000683,SIP,456,26-35,Female
INV002497,SIP,13159,26-35,Female
INV000701,SIP,2663,36-45,Female
INV001020,Lumpsum,223108,26-35,Female
INV004856,Lumpsum,318735,36-45,Male
INV004328,SIP,7396,26-35,Female
INV004653,Redemption,308702,46-55,Female
INV003158,Redemption,487726,26-35,Male
INV003652,SIP,545,26-35,Female
INV000977,SIP,2283,56+,Male
INV004761,SIP,2604,26-35,Male
INV002217,SIP,2031,18-25,Male
INV000415,Lumpsum,119316,36-45,Female
INV002909,SIP,2388,36-45,Male
INV002080,SIP,55735,26-35,Male
INV004292,Redemption,152985,26-35,Male
INV004534,SIP,11918,26-35,Male
INV003262,SIP,5578,46-55,Male
INV002202,SIP,1991,18-25,Female
INV003146,Lumpsum,399994,26-35,Male
INV000638,SIP,6539,26-35,Male
INV003373,Redemption,443338,56+,Male
INV002434,SIP,13191,26-35,Male
INV000552,Redemption,102052,36-45,Female
INV004230,Redemption,125315,18-25,Female
INV000223,SIP,11719,26-35,Male
INV000082,SIP,3380,26-35,Female
INV000820,SIP,43813,36-45,Male
INV004959,Lumpsum,432325,18-25,Female
INV002262,SIP,3375,26-35,Male
INV002554,SIP,1047,18-25,Male
INV000599,SIP,49737,36-45,Male
INV003065,Lumpsum,425066,46-55,Male
INV003698,SIP,5091,36-45,Female
INV000327,SIP,2881,26-35,Male
INV001528,SIP,40754,26-35,Female
INV004790,SIP,545,18-25,Male
INV004169,SIP,48618,26-35,Female
INV003312,Lumpsum,247986,26-35,Male
INV004223,Lumpsum,190795,36-45,Female
INV003906,SIP,1087,36-45,Male
INV003573,Redemption,280396,36-45,Male
INV000490,SIP,2309,26-35,Male
INV002746,SIP,435,26-35,Male
INV000546,SIP,4842,26-35,Male
INV002942,SIP,2920,36-45,Male
INV000253,Lumpsum,380067,26-35,Female
INV002942,Lumpsum,43056,36-45,Male
INV000854,SIP,59780,46-55,Female
INV003475,SIP,401,26-35,Male
INV001246,SIP,8465,46-55,Male
INV000261,SIP,9649,18-25,Male
INV004539,Lumpsum,172640,26-35,Male
INV003620,SIP,2718,36-45,Female
INV001690,SIP,20315,36-45,Male
INV002256,SIP,44525,46-55,Male
INV002142,Lumpsum,377263,18-25,Male
INV001252,Redemption,53866,26-35,Male
INV004548,SIP,55894,36-45,Female
INV002843,Redemption,130159,26-35,Male
INV001397,Lumpsum,416815,26-35,Male
INV001926,SIP,3256,46-55,Female
INV002500,Lumpsum,276324,26-35,Male
INV004877,SIP,4003,26-35,Male
INV003399,Redemption,479186,26-35,Female
INV000908,SIP,27787,26-35,Male
INV000211,Lumpsum,171856,26-35,Male
INV000210,SIP,16400,26-35,Male
INV004495,Redemption,115605,36-45,Female
INV002911,Lumpsum,315721,26-35,Male
INV004482,Lumpsum,261875,18-25,Female
INV003766,Lumpsum,225256,36-45,Male
INV000189,SIP,8241,36-45,Male
INV000293,SIP,25238,26-35,Female
INV001977,Redemption,340055,18-25,Female
INV003304,SIP,3545,18-25,Female
INV003951,SIP,3100,18-25,Male
INV004961,SIP,5075,36-45,Male
INV003366,Lumpsum,485715,18-25,Male
INV001806,SIP,29074,36-45,Male
INV001530,SIP,4062,26-35,Male
INV003946,SIP,10932,26-35,Female
INV003810,Redemption,441808,26-35,Male
INV004030,Lumpsum,54035,18-25,Female
INV000757,SIP,9443,36-45,Male
INV000471,Lumpsum,398977,18-25,Male
INV002714,Lumpsum,237833,46-55,Male
INV003865,SIP,3448,18-25,Female
INV001972,SIP,1125,18-25,Male
INV003208,SIP,470,46-55,Male
INV002868,Redemption,257574,26-35,Female
INV004014,SIP,8772,56+,Female
INV001852,SIP,2315,26-35,Male
INV002003,Redemption,157057,26-35,Female
INV002003,Redemption,271129,26-35,Female
INV003189,Lumpsum,82411,36-45,Female
INV001536,SIP,24928,26-35,Male
INV002187,Lumpsum,400717,36-45,Male
INV001300,Lumpsum,453082,36-45,Female
INV003797,Lumpsum,379407,26-35,Male
INV004924,SIP,5272,36-45,Male
INV001055,SIP,1834,26-35,Female
INV001985,Redemption,25673,36-45,Male
INV001365,Redemption,392668,36-45,Male
INV000443,SIP,7828,26-35,Male
INV004593,Lumpsum,343193,26-35,Male
INV001651,Redemption,6684,18-25,Male
INV003811,SIP,54067,46-55,Female
INV000607,SIP,3331,56+,Male
INV003354,SIP,54121,46-55,Male
INV000793,SIP,6759,26-35,Female
INV004254,Lumpsum,336976,36-45,Male
INV000786,SIP,4447,26-35,Male
INV001631,Lumpsum,138775,36-45,Male
INV004318,SIP,9085,56+,Female
INV004378,SIP,7498,26-35,Female
INV002348,Redemption,271794,26-35,Male
INV001557,Lumpsum,11887,26-35,Female
INV002911,SIP,1736,26-35,Male
INV004319,SIP,2853,18-25,Male
INV004549,SIP,2373,36-45,Male
INV001846,Lumpsum,329051,56+,Male
INV003604,SIP,2242,18-25,Female
INV000261,Redemption,489019,18-25,Male
INV002143,SIP,2685,26-35,Male
INV002232,Redemption,261477,26-35,Female
INV002412,SIP,8181,26-35,Male
INV003420,SIP,22016,36-45,Male
INV001322,SIP,1994,26-35,Female
INV002863,SIP,2630,36-45,Female
INV003732,SIP,11385,36-45,Male
INV001036,Lumpsum,344823,46-55,Female
INV002034,SIP,29964,26-35,Male
INV003739,Lumpsum,190275,46-55,Female
INV002420,SIP,2750,26-35,Female
INV003598,SIP,1892,26-35,Female
INV002718,SIP,1626,36-45,Male
INV000322,SIP,6786,18-25,Male
INV004467,SIP,9943,46-55,Male
INV004496,SIP,2220,18-25,Female
INV004912,Redemption,227454,18-25,Male
INV000006,Lumpsum,325595,46-55,Female
INV001969,SIP,408,26-35,Male
INV000729,SIP,22497,36-45,Male
INV003166,SIP,14626,26-35,Female
INV002851,SIP,2709,26-35,Male
INV004616,Lumpsum,147660,26-35,Female
INV001800,SIP,2331,26-35,Female
INV001599,SIP,1945,36-45,Female
INV002773,SIP,43036,36-45,Female
INV004151,Lumpsum,417730,26-35,Male
INV000286,SIP,1940,26-35,Female
INV003688,Lumpsum,18336,56+,Male
INV004095,SIP,2697,26-35,Female
INV001728,SIP,5645,26-35,Male
INV000961,SIP,5061,36-45,Male
INV003219,Redemption,389517,46-55,Male
INV002805,Redemption,63924,26-35,Female
INV002174,SIP,11878,36-45,Male
INV002932,Redemption,380616,36-45,Female
INV004064,SIP,823,26-35,Male
INV003771,SIP,45650,46-55,Male
INV004066,SIP,6184,46-55,Male
INV001376,SIP,25358,26-35,Male
INV004971,SIP,5682,26-35,Male
INV004887,Lumpsum,471491,56+,Female
INV000405,SIP,2197,56+,Female
INV002510,SIP,59928,36-45,Male
INV004854,SIP,1633,18-25,Female
INV000761,Lumpsum,250576,18-25,Female
INV001023,SIP,2009,36-45,Male
INV003912,SIP,5222,26-35,Male
INV000814,SIP,2470,26-35,Male
INV001534,Redemption,519314,36-45,Male
INV004997,Redemption,312957,36-45,Female
INV004605,Lumpsum,436022,36-45,Male
INV002441,SIP,2580,26-35,Male
INV002151,SIP,12463,26-35,Female
INV004490,SIP,8074,18-25,Female
INV001912,SIP,2105,26-35,Male
INV003475,SIP,1638,26-35,Male
INV004467,Redemption,353750,46-55,Male
INV001433,Lumpsum,139261,26-35,Male
INV004983,SIP,25883,26-35,Male
INV000177,SIP,8389,26-35,Male
INV001721,Redemption,468986,26-35,Male
INV000523,Redemption,51499,36-45,Male
INV001867,SIP,3231,26-35,Male
INV003105,Redemption,70650,18-25,Female
INV000718,SIP,1056,26-35,Male
INV000864,SIP,1725,26-35,Female
INV001783,SIP,44734,36-45,Female
INV004052,SIP,12607,26-35,Female
INV002236,SIP,2336,26-35,Male
INV004916,SIP,11029,26-35,Male
INV003673,SIP,1072,26-35,Male
INV002206,Lumpsum,324696,18-25,Male
INV002420,Lumpsum,232210,26-35,Female
INV002752,Lumpsum,32885,26-35,Male
INV001859,SIP,26735,36-45,Male
INV000200,SIP,2131,18-25,Male
INV002596,Lumpsum,264928,26-35,Male
INV003066,SIP,1174,26-35,Male
INV002633,Lumpsum,421984,26-35,Female
INV000421,Lumpsum,208513,36-45,Male
INV004972,Lumpsum,400361,18-25,Male
INV000612,SIP,56380,18-25,Male
INV004695,Redemption,137179,26-35,Female
INV000829,SIP,1884,26-35,Female
INV002143,Lumpsum,97403,26-35,Male
INV004446,Lumpsum,75970,26-35,Male
INV000324,Lumpsum,29241,26-35,Male
INV002038,SIP,2602,26-35,Male
INV003325,Lumpsum,28481,26-35,Male
INV003675,Lumpsum,154530,56+,Male
INV001198,Redemption,481961,26-35,Female
INV004426,SIP,430,26-35,Male
INV000418,SIP,57926,26-35,Female
INV004701,Redemption,53070,26-35,Male
INV004069,SIP,426,26-35,Male
INV000992,SIP,2726,46-55,Female
INV001883,SIP,1754,46-55,Male
INV002551,SIP,8963,18-25,Female
INV003888,Lumpsum,269108,56+,Female
INV003978,SIP,891,26-35,Female
INV003077,Redemption,158057,18-25,Female
INV003193,SIP,8630,36-45,Male
INV002735,Lumpsum,413752,18-25,Female
INV003652,SIP,2070,26-35,Female
INV004231,Redemption,402802,56+,Male
INV001494,SIP,2714,18-25,Male
INV001045,Lumpsum,471797,36-45,Female
INV003531,SIP,17302,36-45,Male
INV004281,SIP,3335,26-35,Female
INV003231,SIP,1106,26-35,Male
INV004630,SIP,26756,26-35,Female
INV004704,SIP,589,26-35,Male
INV001612,Lumpsum,177998,26-35,Female
INV004848,SIP,596,26-35,Male
INV002400,Lumpsum,360777,36-45,Male
INV001385,Lumpsum,180728,26-35,Male
INV003221,SIP,17257,26-35,Male
INV003574,Redemption,462002,46-55,Male
INV000891,Lumpsum,107578,26-35,Male
INV001463,SIP,5632,36-45,Male
INV003552,Lumpsum,270675,26-35,Male
INV001156,Lumpsum,42654,56+,Female
INV003757,SIP,23229,18-25,Male
INV004791,Lumpsum,11792,18-25,Female
INV000706,Lumpsum,194240,26-35,Female
INV002472,SIP,2055,26-35,Female
INV000440,SIP,4455,18-25,Male
INV002395,SIP,12212,26-35,Male
INV003691,Redemption,274289,18-25,Male
INV000768,SIP,489,56+,Male
INV003227,SIP,986,36-45,Male
INV001300,SIP,550,36-45,Female
INV002736,SIP,12423,18-25,Female
INV000287,SIP,8910,56+,Female
INV000201,SIP,3570,46-55,Male
INV002238,SIP,6843,36-45,Male
INV003329,SIP,1021,56+,Male
INV003410,SIP,2017,26-35,Male
INV004633,Redemption,48527,18-25,Female
INV000303,Lumpsum,174144,18-25,Female
INV003920,SIP,29333,26-35,Male
INV001411,Lumpsum,260319,26-35,Female
INV003693,SIP,10863,36-45,Male
INV000510,SIP,22582,46-55,Male
INV000019,SIP,10386,18-25,Female
INV003058,SIP,21710,36-45,Male
INV004421,SIP,3198,26-35,Male
INV000988,Lumpsum,555388,36-45,Male
INV000517,SIP,2166,36-45,Female
INV000019,Lumpsum,180938,18-25,Female
INV001415,SIP,13730,56+,Male
INV003579,Redemption,295544,18-25,Male
INV000030,Lumpsum,571973,18-25,Female
INV004285,SIP,4983,26-35,Male
INV004677,SIP,44380,26-35,Male
INV000585,Lumpsum,36431,46-55,Female
INV004116,SIP,2385,36-45,Male
INV002493,SIP,925,56+,Female
INV003480,SIP,3382,26-35,Male
INV000483,SIP,54925,18-25,Male
INV002883,SIP,59410,26-35,Female
INV002306,SIP,404,18-25,Male
INV000215,SIP,2655,26-35,Female
INV003798,SIP,5461,36-45,Male
INV000380,SIP,4959,56+,Male
INV003869,SIP,1793,18-25,Male
INV001098,Redemption,230310,36-45,Male
INV002527,SIP,486,18-25,Male
INV003033,Lumpsum,198398,36-45,Male
INV004397,Lumpsum,210482,18-25,Male
INV004110,Lumpsum,127792,18-25,Male
INV004539,Lumpsum,295583,26-35,Male
INV004601,Redemption,340135,46-55,Male
INV002772,SIP,9856,26-35,Male
INV001237,SIP,2463,26-35,Male
INV001581,Lumpsum,297847,18-25,Female
INV004140,SIP,425,46-55,Female
INV002965,Lumpsum,275352,46-55,Male
INV002727,Redemption,299947,26-35,Female
INV000694,Lumpsum,560851,46-55,Male
INV004602,SIP,21809,26-35,Female
INV004391,SIP,13159,26-35,Female
INV000026,SIP,22997,36-45,Male
INV001251,Redemption,117286,26-35,Female
INV000390,Lumpsum,93834,26-35,Male
INV001570,Lumpsum,328011,26-35,Male
INV003200,Redemption,282034,46-55,Male
INV002873,SIP,2185,18-25,Male
INV003016,SIP,2174,26-35,Male
INV000246,SIP,41302,26-35,Male
INV004744,Lumpsum,69463,26-35,Female
INV004750,SIP,5108,26-35,Female
INV004718,SIP,25148,56+,Male
INV000371,SIP,8712,26-35,Male
INV001868,SIP,2001,26-35,Male
INV004132,SIP,1992,18-25,Male
INV002763,SIP,6188,18-25,Female
INV003781,Lumpsum,386823,26-35,Male
INV000841,Lumpsum,176285,36-45,Male
INV004524,Lumpsum,453038,18-25,Male
INV000517,SIP,25861,36-45,Female
INV000270,Redemption,411208,18-25,Male
INV004916,SIP,27811,26-35,Male
INV002870,SIP,16953,26-35,Female
INV004656,SIP,8136,18-25,Male
INV004463,SIP,488,26-35,Female
INV002750,Lumpsum,61079,36-45,Male
INV003421,Lumpsum,284946,26-35,Male
INV002668,SIP,49709,26-35,Male
INV003398,Redemption,340063,36-45,Male
INV002883,Redemption,181729,26-35,Female
INV003236,SIP,3422,18-25,Male
INV000857,Lumpsum,558718,26-35,Female
INV004090,Redemption,227578,36-45,Female
INV004299,Redemption,344565,26-35,Female
INV004274,Redemption,241195,26-35,Male
INV003741,SIP,1911,36-45,Male
INV001424,SIP,15478,26-35,Male
INV002882,Lumpsum,342269,36-45,Male
INV001155,Lumpsum,302636,26-35,Female
INV003673,Lumpsum,133704,26-35,Male
INV001555,Lumpsum,447644,26-35,Male
INV002585,Redemption,356888,18-25,Male
INV001325,SIP,42258,18-25,Male
INV004220,SIP,8064,26-35,Female
INV000236,SIP,44437,36-45,Male
INV000191,Redemption,213268,26-35,Male
INV004999,Lumpsum,190109,26-35,Male
INV001534,SIP,507,36-45,Male
INV000063,SIP,1192,46-55,Male
INV001402,Lumpsum,122648,26-35,Male
INV001070,SIP,2652,26-35,Male
INV004629,SIP,10331,18-25,Female
INV001068,Lumpsum,219861,26-35,Male
INV004127,Redemption,170513,36-45,Female
INV001169,SIP,41236,36-45,Female
INV000429,Redemption,67514,36-45,Female
INV004051,SIP,25725,36-45,Female
INV002850,Lumpsum,345921,46-55,Male
INV003838,Redemption,432267,18-25,Female
INV000549,SIP,4839,46-55,Female
INV004845,Lumpsum,217541,18-25,Male
INV004497,Lumpsum,267823,26-35,Female
INV003985,SIP,3246,18-25,Male
INV003234,SIP,21791,26-35,Male
INV003021,SIP,1972,56+,Female
INV001641,SIP,44624,26-35,Male
INV003974,SIP,2472,46-55,Male
INV000197,Lumpsum,218747,18-25,Male
INV003632,Redemption,384611,36-45,Female
INV003909,SIP,6574,46-55,Male
INV000720,SIP,4233,18-25,Female
INV004081,SIP,919,46-55,Female
INV003258,Lumpsum,382685,26-35,Male
INV001043,Lumpsum,169307,18-25,Male
INV002657,SIP,5392,36-45,Male
INV001748,SIP,2187,36-45,Female
INV000824,SIP,593,36-45,Male
INV000994,Lumpsum,471278,26-35,Female
INV004308,SIP,4720,26-35,Female
INV000733,SIP,22962,18-25,Male
INV001189,SIP,24132,56+,Male
INV003662,SIP,4303,18-25,Male
INV003767,SIP,953,36-45,Female
INV000346,Lumpsum,218210,26-35,Male
INV004678,Redemption,145348,36-45,Female
INV003717,Lumpsum,104110,26-35,Female
INV002139,SIP,2190,36-45,Female
INV003291,SIP,3531,36-45,Male
INV001313,SIP,7398,36-45,Male
INV002373,SIP,28042,36-45,Male
INV003673,Redemption,15062,26-35,Male
INV001680,SIP,9776,26-35,Male
INV001154,SIP,42655,36-45,Female
INV003215,SIP,8910,26-35,Female
INV001060,SIP,6191,36-45,Male
INV004408,SIP,420,26-35,Male
INV000704,SIP,1975,18-25,Male
INV004725,SIP,6650,18-25,Male
INV001242,SIP,1049,36-45,Male
INV002783,Redemption,282913,26-35,Male
INV003511,SIP,14753,46-55,Male
INV001428,Lumpsum,311248,26-35,Male
INV002476,SIP,2470,36-45,Female
INV002319,SIP,13221,26-35,Male
INV004875,Redemption,276200,26-35,Male
INV001023,SIP,8071,36-45,Male
INV000778,Redemption,40021,26-35,Male
INV003383,SIP,11765,18-25,Male
INV004089,Lumpsum,114831,36-45,Female
INV000393,Lumpsum,394362,36-45,Male
INV002706,Lumpsum,337669,46-55,Female
INV004737,SIP,5179,46-55,Male
INV003776,SIP,17316,26-35,Male
INV000544,SIP,21648,18-25,Male
INV004561,SIP,6341,26-35,Male
INV002500,SIP,25042,26-35,Male
INV001882,Lumpsum,470885,26-35,Male
INV000422,SIP,4429,46-55,Male
INV001903,SIP,15127,26-35,Female
INV003123,SIP,4518,36-45,Male
INV000413,SIP,3176,36-45,Female
INV002940,Redemption,347064,26-35,Male
INV004414,SIP,10650,26-35,Male
INV004142,Redemption,127871,26-35,Male
INV002733,Lumpsum,505706,26-35,Male
INV000374,SIP,11655,18-25,Female
INV000299,Lumpsum,271542,26-35,Male
INV004787,Redemption,259691,26-35,Male
INV002362,Lumpsum,391995,26-35,Male
INV000405,Redemption,237811,56+,Female
INV003439,SIP,8648,18-25,Female
INV002941,SIP,29077,36-45,Female
INV000567,Redemption,151782,26-35,Male
INV001819,SIP,6343,26-35,Male
INV003113,SIP,6483,26-35,Male
INV000252,Redemption,515151,46-55,Female
INV003415,SIP,8206,46-55,Male
INV003328,Lumpsum,303017,26-35,Female
INV000651,SIP,12573,18-25,Male
INV003411,Lumpsum,52372,26-35,Male
INV002697,SIP,511,26-35,Male
INV002685,SIP,51489,18-25,Male
INV000458,Lumpsum,343114,56+,Male
INV002366,Redemption,165229,26-35,Female
INV004684,SIP,12906,26-35,Male
INV001899,SIP,578,26-35,Male
INV000832,SIP,6694,36-45,Male
INV002195,Redemption,16534,26-35,Male
INV003061,Lumpsum,317573,26-35,Female
INV001048,Lumpsum,260931,46-55,Male
INV002585,Lumpsum,265554,18-25,Male
INV003674,Redemption,279015,36-45,Male
INV002996,Lumpsum,427873,26-35,Male
INV000049,SIP,13494,36-45,Male
INV004030,SIP,2252,18-25,Female
INV003847,Redemption,66045,26-35,Male
INV004970,Lumpsum,41075,36-45,Female
INV002134,SIP,5099,26-35,Male
INV003047,Lumpsum,317302,46-55,Male
INV004899,SIP,1081,36-45,Male
INV004896,Lumpsum,251783,18-25,Female
INV003023,SIP,872,26-35,Female
INV002823,SIP,53710,26-35,Male
INV003509,SIP,6149,36-45,Male
INV003047,SIP,4437,46-55,Male
INV001175,SIP,21148,36-45,Male
INV000134,SIP,13078,36-45,Female
INV003565,SIP,2454,26-35,Male
INV002826,SIP,543,26-35,Male
INV004096,SIP,25101,36-45,Male
INV000074,SIP,7798,26-35,Female
INV004911,SIP,47812,26-35,Female
INV001594,SIP,3533,26-35,Male
INV004079,SIP,432,36-45,Female
INV003396,SIP,2810,26-35,Male
INV004066,SIP,15405,46-55,Male
INV001131,SIP,445,36-45,Female
INV002681,SIP,8884,18-25,Female
INV000371,SIP,5416,26-35,Male
INV001717,Lumpsum,351527,26-35,Male
INV000799,SIP,3274,18-25,Male
INV004497,Redemption,453909,26-35,Female
INV000369,Lumpsum,69084,26-35,Male
INV003675,SIP,5637,56+,Male
INV004109,Lumpsum,160487,56+,Female
INV004281,Lumpsum,78516,26-35,Female
INV000269,SIP,4719,46-55,Male
INV003288,SIP,45897,56+,Male
INV000289,SIP,3127,36-45,Male
INV003820,SIP,894,56+,Male
INV003962,SIP,26088,26-35,Male
INV004450,SIP,8560,36-45,Male
INV004216,SIP,7627,26-35,Male
INV003042,Redemption,478639,46-55,Male
INV004784,Redemption,233850,26-35,Female
INV001354,Lumpsum,139599,18-25,Male
INV003169,Lumpsum,310274,26-35,Female
INV004688,SIP,1191,26-35,Male
INV003614,Lumpsum,415889,26-35,Male
INV002031,SIP,9353,46-55,Male
INV003940,SIP,8683,36-45,Male
INV001809,SIP,5393,46-55,Male
INV004672,SIP,55878,26-35,Male
INV004041,Redemption,117403,36-45,Male
INV001631,Lumpsum,78235,36-45,Male
INV002729,SIP,14776,26-35,Female
INV000019,SIP,4135,18-25,Female
INV002827,Redemption,241812,36-45,Female
INV004565,SIP,8085,26-35,Male
INV004473,SIP,29361,18-25,Male
INV003539,SIP,2552,56+,Female
INV001457,SIP,1011,26-35,Male
INV002055,SIP,877,26-35,Male
INV004661,SIP,2120,26-35,Male
INV001772,SIP,17912,36-45,Male
INV003749,Lumpsum,256164,36-45,Female
INV001468,SIP,1982,26-35,Female
INV003936,SIP,46005,36-45,Male
INV000606,Lumpsum,505322,18-25,Male
INV003604,SIP,2760,18-25,Female
INV002257,Redemption,199340,26-35,Male
INV001515,SIP,402,18-25,Male
INV001950,Lumpsum,87114,26-35,Female
INV000511,SIP,14534,46-55,Male
INV004065,SIP,45064,26-35,Male
INV004175,SIP,1095,36-45,Female
INV000853,SIP,4899,26-35,Female
INV002107,SIP,2314,26-35,Male
INV003212,SIP,6289,26-35,Male
INV004017,Lumpsum,350234,36-45,Male
INV003153,Lumpsum,274956,36-45,Female
INV001999,Lumpsum,483516,18-25,Male
INV000627,Lumpsum,226010,36-45,Female
INV000482,Redemption,301021,26-35,Male
INV002967,SIP,8047,18-25,Female
INV002912,SIP,7839,26-35,Female
INV001118,SIP,17281,18-25,Male
INV003480,SIP,17157,26-35,Male
INV001457,Redemption,38841,26-35,Male
INV002509,Redemption,229514,36-45,Female
INV000811,SIP,15579,36-45,Female
INV001013,SIP,2141,36-45,Male
INV004143,SIP,7378,18-25,Male
INV002399,Redemption,157245,46-55,Female
INV000011,SIP,2641,26-35,Male
INV000280,SIP,2946,26-35,Female
INV001560,SIP,4414,26-35,Male
INV002278,SIP,3325,46-55,Female
INV002138,SIP,439,46-55,Female
INV001662,SIP,3576,36-45,Male
INV004467,SIP,21886,46-55,Male
INV004297,Redemption,485090,36-45,Female
